Artista,Cancion,Lyrics,Etiqueta,Expresion
anuelaa,Ayer 2,"

Pero no me dices nada, mami que te pasa
Porque tan perdida, no volviste a casa
Que es lo que evades a toda hora
Va pasando el tiempo y tú te quedas sola
Si tú no estás de que me sirve nena
Un día estas después te vas
Para que seguir detrás de algo así, que no vale la pena
Quien va a calmar las ganas de tu cuerpo

Pienso en ti como tú piensas en el
Me dijiste que tú eres mía y vas a volver
Talvez no hoy, quizás mañana
Ojitos chiquiticos parece coreana
Pa' chingar tu no me tienes que amar
Si me matan mañana no me empiece a llorar
Bebe nunca me olvides, yo no te wa' olvidar
Todo fuego un día se tiene que apagar
Pero si un día me ves con otra baby normal
Cuando tú quieres yo te vuelvo a devorar
Tú eres una diabla que me hace pecar
Y en tu infierno yo me wa' volver a quemar

El día en que me monte yo en el cohete
El billete, lo tiran con las prendas adentro del boquete
No me canten coro, el ataúd en oro
Que me hunden en el medio del mar como un tesoro
Sin mapa, este flow ya nadie lo atrapa
Lo más cabron es que por ti he dejado mil gatas
Me he meti'o en líos, entro pal caserío
A verte tu sabiendo que yo no estoy frio
Yo sé que tú me piensas, pero nunca te ubico
Te explico, tengo un reloj de ciento y pico
Una casa en Puerto Rico, tu sabe lo que valgo
Después no me llores cuando me pase algo
La rampa, tiene un tatuaje de un ancla
Gucci la cartera, Gucci son las chanclas
Ya está mal acostumbra, pero si Coscu se va
Lamentablemente vas a verte con tu realidad
El Princi

Viviendo en este infierno diablita pensando en ti
Baby esa sonrisa me tiene creyendo en el ayer
Yo que pensaba que te tenía no sé cómo yo te llegué a perder
Me tienes hablando con Dios preguntándole cuando te vuelvo a ver
Pero no me dice nada
Tal vez no me quieras en vida
Si es así si muero no me llores
El tiempo no da pa' tras
Pa' comernos no me tienes que amar

N-I-cock
Me mantengo pensando en mi cama toa' la noche
Contigo los días fueron mejores
Por culpa de las mujeres y sus rumores
Ya no tengo a mi lado, hay mil dolores
Me acuerdo cuando por mi mami nadie daba un peso
Y ahora somos los duros pregúntale a DJ Nelson
Así que mami olvídate de eso
Donde te coja te devorare
No importa quién te tenga yo te robare
Solo dime donde quieras y yo te buscare
No importa mami por ti yo me arriesgare

(Real hasta la muerte hasta que me maten bebe)
No me dejes por muerto
Que yo tengo un jet en el aeropuerto
Y un pote de lean que me tiene dormido y despierto
Bebe tu eres mi base en el desierto
Yo siempre te digo la verdad hasta cuando te miento
Tu aliento y tus, Te amo, se fueron con el viento
Y yo soy tu hijueputa, to' el mundo me vio en noticentro
A mí me cogieron con una glopeta
Y yo solo pensaba en tu cara y en tu silueta
Si yo te pierdo me mato
Baby tú te pareces a Jackie Guerrido en Primer Impacto
Intocable, el bicho mío ya es inolvidable
Y tu totito ya es impenetrable
Real hasta la muerte
",1,"Lo más cabron es que por ti he dejado mil gatas

Te explico, tengo un reloj de ciento y pico
Una casa en Puerto Rico, tu sabe lo que valgo
Después no me llores cuando me pase algo

Así que mami olvídate de eso
Donde te coja te devorare
No importa quién te tenga yo te robare
Solo dime donde quieras y yo te buscare

Si yo te pierdo me mato


"
sodastereo,Da Comn  Doble Vida,"

Levantarás el pulgar
te mostraré mi guarida
no te entregaras
como piloto de prueba
hoy no serás el rehén
de esos rumores de guerra
cuidaremos la flor
en este planeta de arena.

Es un día común
un día común en la superficie
dame un día común
un día común
emociones simples

Solo tenemos una doble vida
sonríe por mi doble vida

¿Donde esta ese pase especial
para salir del subsuelo?
si después del temblor
hay solo mascaras chinas.
y tu reencarnación
tropezando en la avenida.

Es un día común
un día común en la superficie
dame un día común
un día común
emociones simples

Solo tenemos una doble vida
sonríe por mi doble vida
hazlo por mi todos tenemos una doble vida
sonríe por mi doble vida.

Si después del temblor
hay solo mascaras chinas
y tu reencarnación
tropezando en la avenida

Sonríe por mi todos tenemos una doble vida
hazlo por mi doble vida
siempre quisimos esta doble vida
",0,
monlaferte,La Trenza,"

Tu eres distinta
A todas las del barrio
Para mi la princesa
De la población

Eres hermosa
Como una perla
No debes pasar hambre
No debes de sufrir

Y mientras tejo tu trenza
Imagino cuando crezcas
Verás como vas a brotar
Serás la flor mas bella

Cuando te miro mi reina
Cuando te escucho cantar
Yo se una estrellas serás
La que mas va a brillar

Tu no vas a caer
Como esta vieja
Que dejó de cantar
Por un amor

Debes ser libre
Salirte de esta mierda
No haga caso a lo que digan
No quieren que florezca

Yo se una estrellas serás
La que mas va a brillar
Yo se una estrellas serás
La que mas va a brillar
",0,
alejandrosanz,Una noche,"

Despues de pensar, despues de ver
Admito lo de andar sobre el agua del mar
Tibia claridad
Que vi por mi calle pasar
Sin saber que hacer, si sentir o pensar

Solo que aun hoy sigo
Aun hoy sigo atandome a ti

Aun hoy mi amor te doy
Mi cuerpo con alma
Se esconde del sol
De noche se escapa
Aun hoy te doy
Mi cuerpo con alma
Aun hoy, aun hay

Que esconde la noche
Va aguardar entre nosotros dos
O sentir o pensar
Se me lleno de luz la noche
Es porque yo vine a dar
Delfines en tu voz
Y sentir sin pensar

Solo que aun hoy sigo
Aun hoy sigo amandote a ti

Aun hoy, mi amor
Aun hay dos cuerpos con alma
Se esconden del sol
De noche se escapan
De noche se dan
Los cuerpos, las alma
Aun hoy, aun hay

Solo que aun hoy sigo
Aun hoy sigo amandote a ti

Aun hoy, aun hay
",0,
alejandrofernandez,Cncavo Y Convexo,"

Nuestro amor es así,
y al hacerlo tu y yo
todo es mas bonito.

Y en el se nos da
todo eso que esta
y lo que no se ha escrito.

Cuando nos abrazamos,
tantas cosas sentimos
no hace falta ni hablar.

Un encuentro perfecto
entre el tuyo y mi pecho
nuestra ropa no va.

Nuestro amor es así,
para ti, para mi,
como una receta
nuestras curvas se hallan
nuestras formas se entallan
en medida perfecta.

Este amor de los dos
es locura que trae
este sueño de paz
bonito por demás,
y cuando nos besamos
al amar olvidamos
la vida allá afuera.

Cada parte de ti
tiene forma ideal
y si estas junto a mi,
coincidencia total
de cóncavo y convexo
así es nuestro amor,
en el sexo.
",0,
monlaferte,Dicen,"

Qué nos miraron en el baile ayer
Y agarraditos íbamos de la mano
Qué se enteraron mis padres también
Eso dice, mi hermano

Me coqueteabas con tu risa alegre
Y jugueteabas como chica traviesa
Y compartías tu alegría conmigo
Y al final nos besamos

Y así seguimos el rumbo
Y nos metimos en un viejo bar
Que te canté hasta las cuatro
Y que bailamos sin parar

Y cuando ríe yo río
Y cuando llora, yo sufro más
Y dice la gente en el pueblo
Que su vida es conmigo

Que amanecimos cerquita del mar
Y que si no te llevo al altar
Dice tu padre que me va a matar
Qué nos importa

Lo que me diga nada cambiará
Al fin y al cabo siempre van a hablar
A ti te quiero y eso vale más
Qué tanta historia
",0,
alejandrosanz,Lo Que Fui Es Lo Que Soy,"

No me da vergüenza decir
Que lo eras todo para mí
Pero no puedo admitir
Que lo quisiera repetir

Tantos momentos solo
Impresionantemente solo
Perdido en la acera
No había ni un rastro tuyo
La calle estaba tan desierta
La noche despierta

Hablas con inmensa confianza
Como si fueras la dueña 
Del pantalón que me tapa

Todo lo que fui es todo lo que soy
Con lo que vine ayer es con lo que me voy
(Dale, vámonos, vámonos)

(Lo que fui, lo que fui, lo que fui es lo que soy)
(Lo que fui, lo que fui)

De mi memoria te borré
Y ya de día me acosté

Sólo necesité gritar 
Durante un siglo nada más
Y ya no eras nada
Porque ya no eres nada
Ya no eres nada, nada, nada, nada
",0,
ozuna,Dificil Olvidar,"

He trata'o, pero no he podido
Olvidar tu nombre, no lo consigo
Quisiera tenerte aquí conmigo
Tú quiere' hacerlo como aquel día lo hicimo'

Es difícil de olvidar lo que de ti pude probar, mi nena
Quisiera estar a tu lado hasta el final
Y es que es difícil de olvidar lo que de ti pude probar, mi nena
Quisiera estar a tu lado hasta el final

Say woh, oh-oh, 
porque tú eres mi nena
Woh, oh-oh, a tu lado quisiera

Dame un tiempecito, ma'
Pa' yo guardar en mi memoria otro momento que no se vaya a olvidar
Una cosita quiero platicar
Quiero ser tu mejor amigo, me dijo que no se quiere enamorar

Tranquila, que feliz tú va' a estar
Tal ve' no tenga' to' el dinero, pero amor, eso sí nunca va a faltar
Bendición al que no' quiere ver mal
El tiempo me dio la razón y decidió que junto' tenemos que estar

Pero baby, no te mienta', que lo nuestro es aparte
No lloro de amor, pero a ti vo'a llorarte
Tengo un pa'l de besito' que yo quiero darte
Cuando te me fuiste, sabes que querías quedarte
Ahora dice dizque nadie la controla
Pero ella me busca cuando se siente sola
Tiene una amiga que se llama Paola
Que quiere conmigo y le dice que se merece otra persona
",0,
ozuna,Un Get,"

Dímelo Gotay

Contigo yo me descontrolo
Ma no soy el mismo cuando estamos solos
Me hiciste brujerias, tú conoces el protocolo
Cuando las demás me tiran a todas las ignoro
Porque yo estoy puesto pa' ti

Ya no me gusta ninguna
No quiero a ni una
Te quiero comer como te comí la última vez
Y tengo alguito enrolao' pa' que tú también le des, babe

Vamos a hacer un party en casa, tú y yo
Te quiero dar hasta en la terraza
Quiero un sateo pero que sea de raza
Que te lleve a la luna sin ir a la NASA, baby

Vamos a hacer un party en casa, tú y yo
Te quiero dar hasta en la terraza
Tú me encantas desde que te vi
Tú sabes que to' eso es mío desde que te di, baby

Bebé, ni modo
Tengo algo enrolao' pa que prendas, no te incomodo
Quieres monchar
Por ley llegamos a Komodo
Si quieres ir a Milán, traje un melón
Pa' que con nosotros hagas coro
Que tiren lo que quieran, no me ajoro
LeBron esta cabrón, pero de Jordan tú estás cloro
Y mala mía, bebé todo eso lo valoro
Es que eso es como mal
En dos meses yo me enamoro
Que tiren lo que quieran, no me ajoro
LeBron esta cabrón, pero de Jordan tú estás cloro
Mala mía, bebé todo eso lo valoro
Es que eso es como mal
En dos meses yo me enamoro, baby

Yo soy tu propietario
A mí me gusta cuando sales en cortos por el barrio
Y todos siempre me la miran
Pero saben que se cae el que pase la línea
Siempre tiran, yo sé que le gusta el flow
Eso ya le llegué
No va a llegar a su casa temprano, avísale
Me la paso pensando en cómo sin ropa tú te ves
Aquí sigo imaginándote, bebé
Porque tú arriba
Te ves atractiva
Tenemos toda la noche si te motivas
Sabes que conmigo siempre la pasas bien
Yo sé que hace tiempo tú quieres también
",1,"Vamos a hacer un party en casa, tú y yo
Te quiero dar hasta en la terraza

Yo soy tu propietario"
camila,Hacia Adentro,"

Comprendí
Que todas esas cosas que pedí
Se convirtieron en mi realidad
Siento que perdí, en vez de ganar

Y entendí que quien deseaba no era yo, era mi ego
Y dejé a quien me quería atrás por tocar el cielo
Reconozco que me equivoqué y perdí de vista
Lo que tú me dabas, fui ciego y egoísta

Te amo tanto y pasaría el resto mi vida a tu lado
Perdonar es esa máquina del tiempo que revive el pasado

He buscado tanto afuera, ahora toca ver hacia adentro
Y vivir sintonizado a lo que me regala cada momento
No hay frontera más difícil que cruzar que la de la mente
Descubrí que amar es la única manera, para hacerte más fuerte

Y rendirme, soltarme
Aprendí por suerte
Que el que piensa pierde
Prefiero ser feliz a tener la razón
Prefiero hacerle caso
Por primera, vez al corazón

Fue cuando el fracaso se me subió a la cabeza
Que descubrí que el ciclo siempre acaba donde empieza
Cuando la vida se pone ruda
Es que hay algo que aprender sin duda

He caminado tanto tiempo con mi sombra afuera del camino
Y la soledad me hizo entender que era más fácil andar contigo
Y dejar las decisiones
Al destino

",0,
monlaferte,No Te Me Quites De Ac,"

Ah, nuestra ropa volará
Por encima de la ca
Ma a través de la ventana

Ah, tu dulzura sin parar
En la noche, en la maña
Na quitándonos las ganas

Oh, todo aquí se alborotó
Oh, te lo pido por favor
No te me quites de acá

Dale, vamos a bailar
De la boca de besar
Toditito lo besable

Y tú, nos encanta esté tabú
Tan sabroso es el menú
Enredando nuestro cables

Ah, esta vida se nos va
En este cíclico vaivén
De nuestros cuerpos

Si, otra vez amanecí
Enredada al frenesí
Despeinada de tus besos

Hmm, enredados en la hmm
Psicotrópica lo vi
When you come with your excesos

Uh, el sudor nos envolvió
Oh-oh, y después se evaporó
Oh-oh, poco a poco se elevó
Hasta Dios

Y a los ángeles tocó
Y provocó
En el cielo
Una gran explosión

Hasta que todo se desgasta
Y se viene abajo el asta
Y nos deja de flamear
",0,
arcangel,Outro,"

To' el que me tire me lo mama
To' el que me tire me lo mama

Yo nací el 23 de diciembre del año 1985
Nací en la ciudad de Nueva York de padres dominicanos
Y criado en la isla del encanto, mi bello Puerto Rico
No ha sido fácil
Para mí es parte de la vida uno de los mayores regalos
Que Dios nos hizo, fue soñar
Ya que no cuesta nada
Y desde pequeño siempre he sido un gran soñador(Wow)
Demasiado
Aparte he sido fiel creyente de lo que es la ley de
La atracción
Porque toda cosa que llames con tu mente se te va a dar

Yo soñé
En que me iba a convertir en quien soy hoy en día
Arcangel La Maravilla
Odiados por muchos
Pero a la misma vez
Querido por el doble de personas las cuales me odian
Por ese simple hecho
Lamento decirle que ustedes las personas que me desprecian
Sin saber quien soy
Son parte del equipo perdedor
Por eso no me preocupo, jaja
Porque está demostrado que la balanza esta a mi favor
Ya que las personas que me quieren son más
Las Maravillas
Optimus A.R.C.A. (Wow)
Espero que haya sido del agrado
De todos ustedes
Ya que esto es solo una antesala
De lo que será mi disco
Sentimiento, Elegancia & Maldad
Prrrrra!
",0,
polimawestcoast,Cobain,"

Contigo fui más que mi cocaine (Oh-oh)
Me sentí en Nirvana como Cobain (Oh-oh-oh)
Me viste brillando, eso te dolió, wait (Oh-oh-ah)
Tu tiempo pasó, uoh (Ah)
Tú eras mi droga, bitch, una xanny
Jugaste con el cora' como Atari
Estoy flexeando sobre ti, yah
Jamá' estaré triste con este beat, yah

Mi Cister es mi favorito (¿Qué?)
Ni siquiera soy bonito (Huh)
En verdad será por el mito (What?)
Lo comiste como Cheeto (Ñah)
Me vió brillando, dijo: Wow, se hipnotizó con este flow
El canti' no cobra por el show
Que mierda, lo apodaré Pou (Shit)
El problema es que tú creé' que sabe' mucho
No valorabas, ahora no te escucho
Por fuera nunca ves el sacrificio (No-no)
Por dejarte, lanzaste el maleficio (Mala)

Me deslizo como Jetski (Ouh), no quiero saber na' de ti (Wow)
Mamá, estoy flex (Ah), voy subiendo como jet (Jah)

Si no hablo se molesta (What?)
Si me demoro lo detesta (Shit)
Siempre me lleva la opuesta (¿Por qué?)
Siento que no fuiste honesta
Por ti yo lo di, de ti nada vi
Voy buscando algo má', no preguntes por mi
Wait, hashtag, todos los hombres son iguales (Jah)
666 (Wait, jah), reina de male' (Huh)
Dos vece' quizás probable
Es mejor que no me hable'
En buenas estabas y malas faltabas, fallaste, ya no es conversable (Huh)
Tú te comportas como niña 'e kinder (Siempre)
Que pena ver que tiene cuenta Tinder (Fuck that)
Hiciste que todo esto concluya, gracias, bitch, aleluya
",1,"Contigo fui más que mi cocaine (Oh-oh)
Me sentí en Nirvana como Cobain (Oh-oh-oh)
Me viste brillando, eso te dolió, wait (Oh-oh-ah)
Tu tiempo pasó, uoh (Ah)
Tú eras mi droga, bitch, una xanny


"
juangabriel,El Noa Noa II,"

Desde aquella noche
Cuando yo te vi
Me di cuenta que eres alguien especial
Me sentí contento y mucho muy feliz
De haber ido esa noche al bar

Tu bailabas y bailabas y yo
Te veía y te veía
Así bailar, tu mirada tan coqueta que me dio
Que no te quitaba la vista al bailar.

Yo brinde contigo a lo lejos...Salud contestaste
Muy sonriente tu Salud y charlamos largamente
Y tu no sabias quien era yo
Mis amigos muy sorprendidos de mí
Me veían muy contento y muy feliz
Yo les dije muy seguro que al fin he encontrado
Un buen amor

Todo esto fue en el Noa Bar
Todo esto fue en un bello momento
Que lindas noches que tiempos
Los del Noa Noa Bar

Ahora Amor!
Ahora nos queremos Mucho
Ahora Tu, ahora yo vivimos juntos
Gracias al Noa, Noa Noa, Noa Bar
Gracias al Noa, Noa Noa, Noa Bar
Gracias al Noa, Noa Noa, Noa Bar
Gracias Amor!
Gracias Amor!
Gracias Amor por haber ido esa noche al bar

Que vivan las noches
Del Noa Noa
Que vivan las noches de Juventud
Que vivan las Noches
Del Noa Noa
Que vivan las noches de plenitud
Que vivan las Noches
Del Noa Noa
Que vivan las noches de juventud
Que vivan las noches
Del Noa Noa
Que vivan las noches de plenitud
Baila, Baila conmigo, conmigo
Baila, Baila conmigo, conmigo
Baila, Baila conmigo, conmigo
Baila, Baila, Baila conmigo, conmigo

Aquí todo el mundo tiene que cantar
Aquí todo el mundo tiene que reír
Aquí todo el mundo tiene que bailar
Aquí todo el mundo tiene que vivir
Aquí todo el mundo tiene que cantar
",0,
aventura,Los Reyes De La Bachata Moderna,"

Ladies and gentelmen
the Kings of Bachata...Aventura

Wow gracias...mil gracias por
sus aplausos
Oh mex this is beautiful...
Es un placer estar con Ustedes
y que Ustedes sean parte de
esta jornada musical,de esta
experiencia inolvidable etsà
seguro que la vayan pasar
favoloso.
El es Lenny
El Mikey
Henry
y yo soy Anthony caliosamente
Romeo somos indiscutiblemente
Los Reyes De La Bachata Moderna
Kings of Bachata...
Aventura
",0,
